PAC,long,lat
MT4351697845860721MT02,-45.63249960617185,-22.97952406008727
MT4287483245406129MT02,-45.69535586528093,-23.0203239792682
MT4311044945514255MT02,-45.67231447902992,-23.010656511888442
MT428445945784505MT02,-45.69813123247036,-22.98613315442151
MT4258306445902635MT02,-45.723589145622554,-22.975348309976482
MT4275601745873948MT02,-45.7067304950163,-22.978015662292933
MT4270686645828188MT02,-45.71154707863474,-22.98212760550456
MT4263135645873509MT02,-45.71889202884404,-22.97800062472902
MT425941745895328MT02,-45.722509230716355,-22.976013274093305
MT4309126445864536MT02,-45.67402945559485,-22.979008281806728
MT4258807545743925MT02,-45.72317661311018,-22.989686408201123
MT4289858345346472MT02,-45.693065643664454,-23.025722817254177
MT4296999745293021MT02,-45.68650063949286,-23.030582802154527
MT4250584545942382MT02,-45.73110277447341,-22.971723502537543
MT426239145837638MT02,-45.71963558381509,-22.981237468234553
MT4256301745759445MT02,-45.72561386488792,-22.988273351134183
MT4256294145923654MT02,-45.72554207021034,-22.973440743595404
MT4289590645344213MT02,-45.69332793543583,-23.025925722294176
MT4312751945867861MT02,-45.67049105411883,-22.97872294131065
MT4249655945808689MT02,-45.7320736798564,-22.983795452198308
MT4256202345745114MT02,-45.725717759067265,-22.989567387424927
MT4286222345302126MT02,-45.696634595110424,-23.029712897831928
MT4253590645923753MT02,-45.728179329412455,-22.973419708452752
MT4296374845557734MT02,-45.686609587862165,-23.0066677146433
MT4285584745297154MT02,-45.697259156284986,-23.030159264638314
MT4345219545775068MT02,-45.63885607554738,-22.98723566479407
MT4277530745504331MT02,-45.70502198817417,-23.011410680658344
MT426207245866022MT02,-45.719935412389304,-22.978664871186822
MT4285684945487769MT02,-45.697072852729946,-23.012941917635374
MT435540245845872MT02,-45.62889207381011,-22.98087973860902
MT4333547445829614MT02,-45.650220163429765,-22.98226226908838
MT435395434583384MT02,-45.63030947640118,-22.98196096922328
MT4299253945663784MT02,-45.683755483228936,-22.997112225448802
MT4275258845122411MT02,-45.70733103979563,-23.04565227313384
MT431637484581368MT02,-45.66698070069873,-22.98363194375918
MT4316506445668786MT02,-45.666908488735714,-22.996722101343835
MT4299250445663655MT02,-45.683755483228936,-22.997112225448802
MT434218545970547MT02,-45.641739753486775,-22.96956155032524
MT4250527245935675MT02,-45.73116238513592,-22.9723412630388
MT4258810945743726MT02,-45.72317339173861,-22.989704398239326
MT425881445743537MT02,-45.72317254097993,-22.98970946052316
MT4276282245838455MT02,-45.70607766095526,-22.981230160343557
MT424940694580953MT02,-45.73231619193865,-22.983718365010475
MT4341017645671746MT02,-45.6429997756191,-22.99655204134359
MT425052684593554MT02,-45.73116238513592,-22.9723412630388
MT4332889745366081MT02,-45.65106263123539,-23.024129911965815
MT4307051145379165MT02,-45.676272444817414,-23.022842319317533
MT428018424519084MT02,-45.70257944748346,-23.0397390022531
MT4348248145905166MT02,-45.63585168430774,-22.97548451319966
MT425052354593537MT02,-45.73116568744649,-22.972356603674257
MT4295137446031441MT02,-45.687600374557576,-22.963873421121434
MT428275445473646MT02,-45.69993942376533,-23.014204995663988
MT4297107745982685MT02,-45.68570064307016,-22.96828579275507
MT4283850945789477MT02,-45.69871410287351,-22.985682820705563
MT4308752345664854MT02,-45.674059834693594,-22.996984863460625
MT4337937945433519MT02,-45.646093548678266,-23.018064367876207
MT4334108745909006MT02,-45.64963827598558,-22.975093124647913
MT4302976545915435MT02,-45.68000608461307,-22.974385032643113
MT4337709345897828MT02,-45.646130532398104,-22.97611717726585
MT4340641445951485MT02,-45.643254166846305,-22.971295365888352
MT4302104745917908MT02,-45.6808475433794,-22.9741601121994
MT4316337645814123MT02,-45.6670167958884,-22.983591775539992
MT4316174745815937MT02,-45.66717491738848,-22.983427249967576
MT430207934591798MT02,-45.68088018067573,-22.97415139057415
MT4333783245909296MT02,-45.64995568990315,-22.975065627876404
MT4285541545485635MT02,-45.69721377379659,-23.013134061387802
MT4340944945672993MT02,-45.6430701754482,-22.996439113474253
MT431020814553836MT02,-45.67312022212053,-23.008475683805727
MT4337694845901676MT02,-45.646143024880644,-22.975769534436438
MT4272076945185086MT02,-45.71049487274013,-23.04022340048948
MT433339084582161MT02,-45.6503764017495,-22.982984634233446
MT4277036645159324MT02,-45.70566632633984,-23.042572077139596
MT4354459245599098MT02,-45.62991524958903,-23.003166954291487
MT4340775745954301MT02,-45.6431149625854,-22.971028189899016
MT4291769945271518MT02,-45.6912346383678,-23.032501386130036
MT4355206245623374MT02,-45.62917620022142,-23.00097702596895
MT4316514745668769MT02,-45.666908488735714,-22.996722101343835
MT4333619745833768MT02,-45.650147831856884,-22.981887332734175
MT4334268945908989MT02,-45.64948200079368,-22.975095300107967
MT4299276945413667MT02,-45.68384342073722,-23.019693231657243
MT4348652545896092MT02,-45.63584627488564,-22.975495916603222
MT4302829745920374MT02,-45.68014706053839,-22.973938286322834
MT4296610545292986MT02,-45.686935924853,-23.03058452615494
MT4249292345813506MT02,-45.73242605851573,-22.983358707238494
MT425541745795538MT02,-45.72645956125973,-22.985009211405952
MT4288386945380429MT02,-45.69415121080971,-23.022835371155395
MT4262477145873387MT02,-45.719534486527266,-22.978008730318606
MT4315177745827122MT02,-45.668142621184984,-22.98241282818941
MT4355621845851656MT02,-45.628675222083814,-22.980358125527005
MT429288945817018MT02,-45.68989189029844,-22.983232339001177
MT4285423245281428MT02,-45.697424077559106,-23.031579058526688
MT4280104145824655MT02,-45.702361178425576,-22.98248771743414
MT4262069745866103MT02,-45.72009513738067,-22.978116837821744
MT4346068945923906MT02,-45.63796424485395,-22.973794606136096
MT428935614536242MT02,-45.693548370960514,-23.02428012572716
MT428873254536739MT02,-45.69415463632737,-23.023828529363072
MT4283589145343395MT02,-45.69918517765376,-23.025973841419614
MT4286278745256005MT02,-45.69660096406318,-23.033879130417517
MT4348242545905292MT02,-45.63627787482403,-22.97464344833645
MT4285481445283835MT02,-45.69736615852133,-23.031361891138317
MT4304501745887047MT02,-45.67853100400259,-22.976955650283003
MT4286236245256625MT02,-45.69664215391225,-23.033822944373355
MT4302112845917885MT02,-45.6808475433794,-22.9741601121994
MT4296812245989415MT02,-45.68598583248013,-22.967676636067836
MT4286289545256559MT02,-45.69660954719279,-23.033802312126966
MT4299537545518544MT02,-45.68354137263617,-23.010221016986293
MT429922645414234MT02,-45.683892833087725,-23.01964180122809
MT4333401445909636MT02,-45.6503280056329,-22.975033388080362
MT4334709345909127MT02,-45.6490523119146,-22.975084594578334
MT4299299445405167MT02,-45.6838253353709,-23.020461112390365
MT4274404345065611MT02,-45.70827976250098,-23.051025408495775
MT4290711945499243MT02,-45.692162184737015,-23.01192702011582
MT4295655145288812MT02,-45.68743496045499,-23.030955781583998
MT4295424145357246MT02,-45.68788400724111,-23.025110769246567
MT4288123345395775MT02,-45.694736008459984,-23.02126197396086
MT4303052245905628MT02,-45.67993666864231,-22.97527119940628
MT432432845693225MT02,-45.65927435162996,-22.994544939797095
MT4294022845274062MT02,-45.68894674239817,-23.032342358113283
MT433022744562965MT02,-45.653546056904986,-23.00031142962871
MT427568314515279MT02,-45.70699044585234,-23.043156374766852
MT4306220245392008MT02,-45.677077512517144,-23.02167877195774
MT4349760445360925MT02,-45.63460073363689,-23.024662521058474
MT4346816645407322MT02,-45.637453893082636,-23.020459999029697
MT430734145585024MT02,-45.67706775667159,-23.004649818534233
MT4282710645218183MT02,-45.700100924018386,-23.037280117283558
MT4317019545672409MT02,-45.66598562603576,-22.995840747752254
MT4315773345654062MT02,-45.66739797353762,-22.99776769002682
MT4340439645688796MT02,-45.643207470448374,-22.995535341582695
MT4291844645231396MT02,-45.691180218592194,-23.036125823048224
MT4282267445449147MT02,-45.70042568269906,-23.016415829626794
MT4273958445082245MT02,-45.70859241181029,-23.04917948794298
MT4300077545341425MT02,-45.6835380568358,-23.02575034550199
MT4324685345687684MT02,-45.65892816929954,-22.995046899994406
MT4345456645425911MT02,-45.63856373113123,-23.01900039395298
MT4339639445701198MT02,-45.64392474003466,-22.994429671891794
MT427387245136828MT02,-45.70765135672468,-23.045684532714972
MT4306002345395015MT02,-45.677288798339305,-23.02140624590146
MT4336643345872652MT02,-45.64718130027677,-22.978387057116947
MT4295333845280776MT02,-45.68775221249456,-23.031680290712814
MT4292465445229281MT02,-45.69057530850364,-23.036319511835984
MT4271545745051364MT02,-45.71060592912028,-23.051922235822474
MT4305294145401328MT02,-45.677977059393754,-23.02083304680764
MT4294548145361317MT02,-45.68788400724111,-23.025110769246567
MT429315274522753MT02,-45.68990532437118,-23.036480601998164
MT43041874540583MT02,-45.67905540498293,-23.020421759856276
MT4306469145387432MT02,-45.67683668126779,-23.022093150778232
MT4276874445174702MT02,-45.70522818653154,-23.04137310458509
MT43493645367101MT02,-45.634988872038775,-23.024103083390514
MT4297457445366746MT02,-45.6853413027589,-23.024483079330594
MT4340861545680909MT02,-45.64307923971512,-22.995942710187876
MT4340428145375987MT02,-45.64299957417097,-23.02350391727191
MT4336634245878073MT02,-45.64718784554259,-22.977897347484543
MT4338949845713793MT02,-45.64468944885891,-22.993289480824842
MT4297138545373425MT02,-45.68564042266735,-23.023923817030493
MT4327021845667132MT02,-45.65665745937423,-22.996912798087124
MT433831345903362MT02,-45.64553921736098,-22.975619696591707
MT4299969545532822MT02,-45.68311333850971,-23.00893313475632
MT4298886845391826MT02,-45.68423405655642,-23.021664434965658
MT43400593456952MT02,-45.64355642898596,-22.995009644679328
MT4350140245358409MT02,-45.63423114824883,-23.02489127351339
MT4336925345871116MT02,-45.646906850570645,-22.97852692507746
MT427202645055567MT02,-45.71015518081691,-23.051572068596045
MT4327789545658136MT02,-45.655912340482075,-22.99772849757204
MT4282087345208021MT02,-45.70071399995112,-23.038195329450843
MT4323324245709431MT02,-45.66066632499087,-22.992888353514672
MT4315307145647921MT02,-45.667857262702455,-22.9983066510311
MT4337069645744295MT02,-45.646820617277626,-22.98998309724209
MT4272926345063469MT02,-45.70923303757456,-23.050897925998413
MT4329002145643972MT02,-45.65473537074075,-22.999012806795577
MT4326203945676794MT02,-45.65745125677006,-22.99603673430778
MT427418444509053MT02,-45.70822021209307,-23.048373522719828
MT4303493745409281MT02,-45.679730408231705,-23.020107133837087
MT429597645334963MT02,-45.68710065097423,-23.026788432040462
MT4347163445355492MT02,-45.637137457627546,-23.025143092679514
MT4326682245671113MT02,-45.65698706719934,-22.996551826405607
MT4288994845255338MT02,-45.69444191306377,-23.03351926490211
MT4294905545277422MT02,-45.688171747128365,-23.031981432297243
MT4338654545718442MT02,-45.64499928329025,-22.99274578489002
MT4349558745363804MT02,-45.63479635506769,-23.024401675396973
MT4283325445228732MT02,-45.69949597256107,-23.036329909797473
MT4300536545336381MT02,-45.683095022017596,-23.026222063297553
MT4348343245354492MT02,-45.63598650797093,-23.0252380529937
MT4282780245462646MT02,-45.69991898397387,-23.01519871145132
MT4327390145662816MT02,-45.65629999414938,-22.99730414616937
MT4291291545235698MT02,-45.69224062990111,-23.03524526175937
MT4272485945059466MT02,-45.70972341989989,-23.05121241981726
MT4315550345651183MT02,-45.66763840189071,-22.998047513182144
MT427342745066975MT02,-45.70871430232313,-23.050611289579308
MT43392745707788MT02,-45.644331858628334,-22.993886214277325
MT4299621145346626MT02,-45.683994825200955,-23.025274050157236
MT434624145416724MT02,-45.6380116094482,-23.019608466057832
MT4303811245408256MT02,-45.679421036951226,-23.020201050937715
MT4274074145086031MT02,-45.70848262527289,-23.048773588829988
MT4280484745194311MT02,-45.70228453550288,-23.039426780121744
MT4303124745410303MT02,-45.68009003902404,-23.02001327249451
MT4304559245402436MT02,-45.67869372283701,-23.020729890072346
MT4316018345657171MT02,-45.66719976565662,-22.99746212467727
MT4341724445982551MT02,-45.64170627892162,-22.96860779231571
MT4305696845399453MT02,-45.6775849244047,-23.021004094263503
MT4349062845369615MT02,-45.635277844896564,-23.023874833656578
MT4339843145934423MT02,-45.64403323514563,-22.972820058498883
MT4340799845682992MT02,-45.64314816105872,-22.995723740558162
MT4345030345355491MT02,-45.63921916243436,-23.025134789239075
MT432936145639812MT02,-45.65438699946043,-22.999390020233193
MT4304841245400959MT02,-45.67841919578922,-23.020864484408378
MT4273956945070174MT02,-45.70839687671446,-23.050313000644394
MT4349042945354092MT02,-45.635303835303716,-23.02527692708844
MT4274451145094972MT02,-45.707897859998184,-23.048028012182954
MT4343193845539757MT02,-45.64093275584196,-23.0084830492533
MT4297766845360569MT02,-45.68527504790512,-23.02460079519051
MT432307784573592MT02,-45.660475390826605,-22.99068328150821
MT4321682445751393MT02,-45.661830006349646,-22.9892799479112
MT4304027145435629MT02,-45.67919796461433,-23.017729409984213
MT4357662845767828MT02,-45.62671898259492,-22.987938128841506
MT4353050545767475MT02,-45.631219075000274,-22.987952152869525
MT4295234745999328MT02,-45.68752012895072,-22.96677454590855
MT4292270245463771MT02,-45.69065790763631,-23.015137765295606
MT4332819745868178MT02,-45.650913415721504,-22.9787759131778
MT425231564591608MT02,-45.729426831183275,-22.974107072883044
MT4261525445875259MT02,-45.720462022104584,-22.977835419269127
MT4329645445859895MT02,-45.65401376732149,-22.979511359861306
MT4291692745479361MT02,-45.69121427052215,-23.013727096828006
MT4340277845634673MT02,-45.64373747600365,-22.999897868291953
MT4322167545746225MT02,-45.66135899542127,-22.989748742010818
MT4328965445849195MT02,-45.654681814314245,-22.98047513901639
MT4323977745725522MT02,-45.65960196206083,-22.9916261766067
MT4354621845758569MT02,-45.6296897823575,-22.988762723520836
MT4332080245870977MT02,-45.65163363688282,-22.978520119008238
MT435102914576294MT02,-45.63319314264936,-22.98835392679223
MT4301202445382619MT02,-45.68197851099944,-23.022505836175355
MT4299301745512179MT02,-45.68354137263617,-23.010221016986293
MT4299823945520323MT02,-45.683261097121886,-23.01006153031534
MT4299510245481607MT02,-45.68386217340054,-23.013289943576012
MT43182674579176MT02,-45.665144360623685,-22.985619703586394
MT4355422545754265MT02,-45.628910382208346,-22.989154602203087
MT4331040445875276MT02,-45.65264616738665,-22.97812762159242
MT4318797745785622MT02,-45.66462931439128,-22.98617631288647
MT4353812445762666MT02,-45.630477751247156,-22.98838950487169
MT4301408245379079MT02,-45.681779282387936,-23.022826461571924
MT433985784588522MT02,-45.644631961495804,-22.97661169737188
MT4328655445843596MT02,-45.654986682689184,-22.980979639798477
MT4291993545477041MT02,-45.69092181369069,-23.013937938385084
MT4302906745447533MT02,-45.68028590776839,-23.01664945191061
MT43283356458388MT02,-45.65530076461857,-22.981411567090106
MT4323507645730923MT02,-45.66005824838942,-22.991136401323843
MT4302326645453134MT02,-45.680849450841436,-23.016141091238353
MT4350497945757228MT02,-45.633713810543895,-22.98886781379855
MT4328035245833893MT02,-45.65559596977812,-22.981853598264877
MT4303457145441729MT02,-45.67975143438116,-23.017176022055708
MT4357923245776844MT02,-45.626461170346715,-22.98712472532577
MT4301766645458833MT02,-45.68139333113726,-23.01562396127673
MT4311859645628858MT02,-45.67153434773189,-23.000231666957802
MT4372602145298855MT02,-45.612334722169635,-23.030357056133198
MT4374158945329505MT02,-45.61064368285963,-23.027565692702524
MT437286445300264MT02,-45.61207854668754,-23.030230771532842
MT4389920645279783MT02,-45.59548989684123,-23.03248034559141
MT4389871345276061MT02,-45.59534130096023,-23.032535465039643
MT4390429245286578MT02,-45.59544030462632,-23.032144321103488
MT43744945453448MT02,-45.61024144578607,-23.016256402311058
MT4374496645453352MTMT,-45.61042295865258,-23.016408632352466
MT4373405245300377MT02,-45.6115503181926,-23.030222606587984
MT428857845701839MT02,-45.69413266678907,-22.99365018360902
MT4316590245666084MT02,-45.666836014170656,-22.996964943477337
MT437620454538781MT02,-45.60877713635574,-23.022337772670028
MT4338709245898701MT02,-45.64515557646865,-22.9760412960689
MT4275020645124759MT02,-45.707644067719514,-23.045690616628633
MT4288354745706416MT02,-45.69436659664109,-22.993203471463005
MT4338122245671443MT02,-45.645818966771856,-22.996562703705763
MT4374585945300973MT02,-45.610397774038006,-23.030173220317806
MT4285904545261533MT02,-45.69696359859114,-23.033378191850034
MT4286678745501988MT02,-45.696096506448555,-23.01166181633971
MT4338128345671501MT02,-45.645818966771856,-22.996562703705763
MT429783645359256MT02,-45.68526150681305,-23.024624790901328
MT4291371545506112MT02,-45.69151538422756,-23.01130937113055
MT4261518945875312MT02,-45.720462022104584,-22.977835419269127
MT4277834545178236MT02,-45.704878672212885,-23.04086728359823
MT4376453145386712MT02,-45.608528252576775,-23.022440713568017
MT4374683145455055MT02,-45.61023978114093,-23.016255144159516
MT4346523245355592MT02,-45.63776219057257,-23.025131543585815
MT4288613145371469MT02,-45.69427231351642,-23.0234630826551
MT437468774545498MT02,-45.610235812432734,-23.016262296467744
MT4286126845258787MT02,-45.69669860525636,-23.03367889186734
MT4301168545543275MT02,-45.68181415270095,-23.007767155629665
MT439033354529523MT02,-45.59503120392685,-23.030750522118865
MT4374245145323731MT02,-45.61072111538715,-23.028116229780153
MT4270965845045977MT02,-45.711637194301034,-23.05277798211813
MT4374495445453342MT02,-45.61042452527158,-23.016409891403327
MT43743686453122MT02,-45.61060528000962,-23.02915827873153
MT4376284538792MT02,-45.608694936522056,-23.02233158533437
MT437641345387331MT02,-45.608557297081575,-23.02238875253886
MT430090345540487MT02,-45.682198967208535,-23.008244697434804
MT4316412645663657MT02,-45.66701037472899,-22.997183440963
MT4376294645387856MT02,-45.608694936522056,-23.02233158533437
MT4345772445355992MT02,-45.63849473064727,-23.02509245725105
MT4281153645200928MT02,-45.70162859698212,-23.038831981111002
MT4300324745535621MT02,-45.682765469051105,-23.0086818012241
MT4317456145678569MT02,-45.66598562603576,-22.995840747752254
MT4274116345077864MT02,-45.70870762755493,-23.049522312204886
MT4285889945261736MT02,-45.69697775302086,-23.033359792620274
MT4339247845892421MT02,-45.64515470322692,-22.976042293417038
MT4376210445387784MT02,-45.60854208594844,-23.022434969598123
MT4373069245300116MT02,-45.61187834321095,-23.03024491517067
MT4374380345301551MT02,-45.610598194251224,-23.030120235860124
MT43743825453014MT02,-45.61059610872337,-23.03013388397153
MT4319635245774934MT02,-45.6638169495925,-22.987145167815186
MT4320618645763756MT02,-45.66286244514566,-22.988158877330306
MT4262653145798831MT02,-45.719398447879996,-22.98474396895898
MT4261936145813671MT02,-45.72009084671515,-22.983400331460075
MT4344295445591839MT02,-45.63983564859626,-23.003782894564893
MT4282615545458457MT02,-45.70008165514423,-23.01557638264387
MT4294470445269548MT02,-45.68894674239817,-23.032342358113283
MT4281727845434744MT02,-45.70076636927246,-23.01728789861761
MT435823245788216MT02,-45.626155158933386,-22.986098692400674
MT42815944520364MT02,-45.7011975015634,-23.038588919542974
MT4329210645883075MT02,-45.65442786285553,-22.977415787508562
MT4320052245770206MT02,-45.66341219981314,-22.987573945680992
MT426212145817581MT02,-45.71990858831066,-22.983047970787197
MT432113245757775MT02,-45.66236418925587,-22.98870122697997
MT4345785245355985MT02,-45.638482241762006,-23.025093140735805
MT4299247245401987MT02,-45.683877724477384,-23.020748134618657
MT429812845424488MT02,-45.684959646670336,-23.018710947152442
MT4288327945289956MT02,-45.69458531535997,-23.030821216925574
MT4278615245153859MT02,-45.704128149294604,-23.043072581334513
MT4280393345193285MT02,-45.70237422129321,-23.03951905955688
MT4304159345412837MT02,-45.67908014982902,-23.019789706429776
MT4295733845284314MT02,-45.6873602142025,-23.03136240824847
MT4288487945260104MT02,-45.694468438567526,-23.033496023722478
MT4262335845824149MT02,-45.719695889653565,-22.982455652106637
MT42976845433454MT02,-45.68539273408737,-23.017899175906223
MT4298286545364702MT02,-45.68483153105029,-23.024086210310315
MT4288130445263705MT02,-45.69479021869358,-23.033191555545784
MT4273571445140144MT02,-45.709057489011855,-23.044289423418093
MT4281580945203525MT02,-45.701210341184265,-23.038599250954633
MT4282408245233207MT02,-45.70038904611755,-23.03592173450039
MT4282792245230005MT02,-45.70001576721387,-23.03621262111551
MT4287874545387667MT02,-45.694982557598905,-23.02199328376298
MT4275442245877718MT02,-45.70688432405228,-22.97767443162968
MT4290657345349286MT02,-45.69204465683538,-23.02578437315026
MT4292185945467063MT02,-45.69073865596414,-23.014840047430198
MT4287904245399326MT02,-45.69494817741639,-23.02094028196842
MT4293247745504777MT02,-45.68968520900518,-23.011437944505474
MT4275971945849042MT02,-45.70638104005292,-22.980266976539667
MT4285402545291994MT02,-45.697439368731864,-23.030624570267662
MT4295535445569046MT02,-45.68742346711929,-23.005642372397517
MT4290429445351564MT02,-45.69250595778368,-23.025265308746953
MT4283500445350972MT02,-45.699268210259675,-23.025289048151024
MT4288382945392314MT02,-45.69448427472946,-23.021575709651245
MT4261600545874643MT02,-45.720389052912424,-22.977891394871904
MT4287308245409514MT02,-45.69552507272391,-23.020017470529808
MT427628845838394MT02,-45.70607766095526,-22.981230160343557
MT4288155945390353MT02,-45.6947067040511,-23.02175186975296
MT4276872545831751MT02,-45.7052976834413,-22.981627652594057
MT4287694645402733MT02,-45.6951511409124,-23.02063163823948
MT4346260945924673MT02,-45.637776616597534,-22.973726077796186
MT4277089645834032MT02,-45.704856778217675,-22.981678030816397
MT4277541845833496MT02,-45.704428340295635,-22.98174352844103
MT4291518345482517MT02,-45.691382998626466,-23.01344127969128
MT428810294538379MT02,-45.694761462871156,-23.0223444618274
MT4283469545347021MT02,-45.69930020544007,-23.025645798414814
MT4285540945286293MT02,-45.69730694805719,-23.031140122818385
MT4343073945483585MT02,-45.64107372637136,-23.013556517918914
MT429769145430028MT02,-45.68538356370044,-23.018208684782905
MT429844245422693MT02,-45.68465404804584,-23.01887441062553
MT4278161145173228MT02,-45.704562261938804,-23.041321061717554
MT4338517645901424MT02,-45.64534045100095,-22.975795567111675
MT4276494245176092MT02,-45.70581739805442,-23.04118232060756
MT4343708245450547MT02,-45.64016072293896,-23.01709068358815
MT4304158445412826MT02,-45.67926845077835,-23.020014632269408
MT4302353745666869MT02,-45.680235623075475,-22.996808063041613
MT4282418945212464MT02,-45.700388287989085,-23.037795438708486
MT4336557845327384MT02,-45.6474996386973,-23.027640035159436
MT4270974145046042MT02,-45.71151942538114,-23.05269441531499
MT4340314445944576MT02,-45.64356912651391,-22.971904813955973
MT4345672345423431MT02,-45.63856373113123,-23.01900039395298
MT4293868145226723MT02,-45.68920748193972,-23.03655653985237
MT4349761245353991MT02,-45.63460288391593,-23.025288862890648
MT4274380145141293MT02,-45.70826763154594,-23.04418917509031
MT4346462545413361MT02,-45.63779688371915,-23.01991311230023
MT43387558453422MT02,-45.645348191465814,-23.02631049183566
MT4299150645351877MT02,-45.68443196496315,-23.02477652181898
MT4282974345467291MT02,-45.69972741308959,-23.01477997721412
MT4281344645424456MT02,-45.7012358432595,-23.01838034197914
MT4274669845180301MT02,-45.70758208464542,-23.040700930603407
MT4337932745338742MT02,-45.64615295429536,-23.026619569937168
MT4301868245313431MT02,-45.681632108335066,-23.02829872740432
MT4341315945663257MT02,-45.642689451057265,-22.997325626476425
MT429444345226711MT02,-45.68864639761313,-23.036560066993445
MT4340999545349081MT02,-45.6431555876602,-23.025697856570787
MT434664345410343MT02,-45.637622021339155,-23.020186433357196
MT4283124545470982MT02,-45.69957912567605,-23.014447226258426
MT4340135745994743MT02,-45.643721994174655,-22.967372567190182
MT4277488945172641MT02,-45.70521861055039,-23.041371160250776
MT427502745124702MT02,-45.707644067719514,-23.045690616628633
MT4343097245483579MT02,-45.641050993308625,-23.013557151940972
MT4300933645330738MT02,-45.68264937556819,-23.026679608676943
MT4298700145357364MT02,-45.6848362488937,-23.024266849035826
MT4305224145664393MT02,-45.6774275772209,-22.99732874532532
MT4347520845406214MT02,-45.63676715278183,-23.020562849096166
MT4337449545737297MT02,-45.64645297622383,-22.990616730777447
MT4302722245413677MT02,-45.680481293576804,-23.019706817715416
MT427420445180628MT02,-45.70796646118322,-23.04066696320973
MT4350486245356073MT02,-45.633894471752456,-23.02510363402547
MT4282091745444637MT02,-45.70042568269906,-23.016415829626794
MT4329800145634661MT02,-45.653960802648896,-22.999857072345947
MT434061545990548MT02,-45.64325623528697,-22.967753395902434
MT4343461145454637MT02,-45.64046885315503,-23.016543300432943
MT4301587245318505MT02,-45.68194532151932,-23.02774293468866
MT4335646945319721MT02,-45.64839191725315,-23.028328581298922
MT4347380145407757MT02,-45.636903803867426,-23.02042291998174
MT4281447645427359MT02,-45.7011332818754,-23.01811658251421
MT4345158145430827MT02,-45.63889417892318,-23.018547860495346
MT431514845672584MT02,-45.668240274968696,-22.99637187925879
MT4273948145137632MT02,-45.70869100628488,-23.044517973525615
MT434781445354991MT02,-45.636502745805046,-23.02519090243817
MT4301263445324643MT02,-45.682264408175854,-23.027190999165214
MT4298074745424792MT02,-45.68501152046525,-23.0186832624226
MT4295602445328367MT02,-45.68746827134362,-23.02738264918986
MT4347230545417041MT02,-45.63704585538187,-23.019583721211745
MT4336381645757206MT02,-45.64748630534865,-22.9888141206751
MT4341339445663196MT02,-45.64266450476305,-22.997332321929093
MT430386964566703MT02,-45.67877307002112,-22.99687530984761
MT434724345409525MT02,-45.637036845973626,-23.020262680578185
MT4316839745669352MT02,-45.666591128777554,-22.996670774336735
MT4339910345345874MT02,-45.644219923610535,-23.025983215952635
MT4303346945667444MT02,-45.679247024430595,-22.99682675904762
MT4305736945661559MT02,-45.67706160980538,-22.9974902851485
MT4290152145245468MT02,-45.69338814684545,-23.03441516682642
MT4330902345695324MT02,-45.65285901263326,-22.994381904401337
MT4328197245653399MT02,-45.65551661270149,-22.99815803086841
MT430139645664607MT02,-45.68135976843854,-22.99694902457776
MT4325074645689509MT02,-45.65854753574013,-22.994883629875574
MT4330538445625895MT02,-45.65324423813104,-23.000651864391955
MT4341241145663451MT02,-45.64271235409183,-22.99732002370007
MT4279514145494844MT02,-45.70309104031924,-23.012276224168374
MT4336105545323572MT02,-45.64794269419991,-23.027982559947134
MT4298283245362987MT02,-45.684832253205855,-23.024113305984258
MT4333383445301681MT02,-45.650608746996056,-23.029949036418827
MT4338186545340296MT02,-45.64590459751912,-23.026480210992872
MT4275551245180789MT02,-45.70660122826405,-23.040823014470504
MT434431845440354MT02,-45.63947610683681,-23.017888267129763
MT4323988445698855MT02,-45.65960322291039,-22.994035010707137
MT4333801945304587MT02,-45.650199058140004,-23.02968822133431
MT428319114522699MT02,-45.69962785813908,-23.03648667961653
MT4330777645920423MT02,-45.65288295438478,-22.974048489246343
MT4346728345422034MT02,-45.63753381493359,-23.019130737193734
MT4340014445938076MT02,-45.64386456459795,-22.9724907645371
MT434545345417209MT02,-45.638780385006726,-23.019561554721918
MT4344026645444501MT02,-45.63987812807312,-23.017466425734938
MT4323646245704445MT02,-45.659934645567375,-22.993528683401962
MT4304793345665684MT02,-45.67792663710458,-22.997070615616394
MT4337457245902647MT02,-45.64637439885939,-22.975680880168454
MT4345850645421407MT02,-45.63839059544955,-23.019183921300908
MT4302075145666705MT02,-45.68072615199026,-22.996834951871506
MT4273737545179659MT02,-45.70842092908259,-23.04063538981137
MT4303966645410327MT02,-45.67926845077835,-23.020014632269408
MT4282969245224375MT02,-45.69984564695898,-23.036721927874623
MT4336402645870878MT02,-45.647416883082656,-22.97854634144045
MT4298754645387808MT02,-45.684364898021556,-23.022026814086132
MT4273825145136464MT02,-45.70881160986784,-23.044622936998906
MT4325460545685558MT02,-45.658172749572714,-22.995242082556047
MT4338601745724349MT02,-45.64553145531238,-22.99213641506344
MT4277832345173491MT02,-45.70488305011264,-23.041295876203662
MT4336548645874318MT02,-45.64727296997154,-22.978236191347094
MT4325844545681031MT02,-45.65780006691949,-22.995652556520213
MT4306112845659788MT02,-45.67663348664604,-22.99749473409463
MT4340479545347828MT02,-45.64366359669759,-23.025808974104848
MT430285634566719MT02,-45.67975683301137,-22.996787175387794
MT4281551345430284MT02,-45.700958963585265,-23.01771448573487
MT4339864445934877MT02,-45.64401226205621,-22.972779133050494
